Gene stable ID,Gene stable ID version,Mouse gene stable ID,Mouse gene name,Chromosome/scaffold name,Gene name
ENSPEMG00000030241,ENSPEMG00000030241.1,ENSMUSG00000068798,Rap1a,6,Rap1a
ENSPEMG00000011309,ENSPEMG00000011309.2,ENSMUSG00000053600,Zfp472,22,Zfp472
ENSPEMG00000015808,ENSPEMG00000015808.2,ENSMUSG00000022400,Rbx1,20,Rbx1
ENSPEMG00000027504,ENSPEMG00000027504.1,,,18,
ENSPEMG00000019287,ENSPEMG00000019287.2,ENSMUSG00000074968,Ano3,4,
ENSPEMG00000027080,ENSPEMG00000027080.1,,,1,
ENSPEMG00000020161,ENSPEMG00000020161.2,ENSMUSG00000042111,Ccdc115,21,Ccdc115
ENSPEMG00000026696,ENSPEMG00000026696.1,ENSMUSG00000038793,Lefty1,11,Lefty1
ENSPEMG00000027816,ENSPEMG00000027816.1,,,1,
ENSPEMG00000003451,ENSPEMG00000003451.2,ENSMUSG00000087875,Gm26104,14,U6
ENSPEMG00000024733,ENSPEMG00000024733.1,ENSMUSG00000065728,Gm26175,3,
ENSPEMG00000020575,ENSPEMG00000020575.2,ENSMUSG00000029030,Tprgl,2,Tprgl
ENSPEMG00000013973,ENSPEMG00000013973.2,ENSMUSG00000025499,Hras,1,
ENSPEMG00000003025,ENSPEMG00000003025.2,,,8,5S_rRNA
ENSPEMG00000014561,ENSPEMG00000014561.2,ENSMUSG00000020953,Coch,14,Coch
ENSPEMG00000024562,ENSPEMG00000024562.1,,,1,
ENSPEMG00000016171,ENSPEMG00000016171.2,ENSMUSG00000015575,Atp6v0e,8,Atp6v0e
ENSPEMG00000026927,ENSPEMG00000026927.1,ENSMUSG00000022659,Gcsam,12,Gcsam
ENSPEMG00000029784,ENSPEMG00000029784.1,,,1,
ENSPEMG00000029343,ENSPEMG00000029343.1,ENSMUSG00000058818,Pirb,1,
ENSPEMG00000029343,ENSPEMG00000029343.1,ENSMUSG00000074419,Gm15448,1,
ENSPEMG00000029343,ENSPEMG00000029343.1,ENSMUSG00000081665,Gm15922,1,
ENSPEMG00000029343,ENSPEMG00000029343.1,ENSMUSG00000030427,Lilra6,1,
ENSPEMG00000029343,ENSPEMG00000029343.1,ENSMUSG00000074417,Gm14548,1,
ENSPEMG00000029343,ENSPEMG00000029343.1,ENSMUSG00000089942,Pira2,1,
ENSPEMG00000024724,ENSPEMG00000024724.1,ENSMUSG00000027088,Phospho2,4,Phospho2
ENSPEMG00000000732,ENSPEMG00000000732.2,ENSMUSG00000042419,Nfkbil1,21,Nfkbil1
ENSPEMG00000000176,ENSPEMG00000000176.2,ENSMUSG00000027534,Snx16,2,Snx16
ENSPEMG00000024594,ENSPEMG00000024594.1,ENSMUSG00000037822,Smim14,10,Smim14
ENSPEMG00000016310,ENSPEMG00000016310.2,ENSMUSG00000026519,Tmem63a,11,Tmem63a
ENSPEMG00000019832,ENSPEMG00000019832.2,ENSMUSG00000055639,Dach1,9,Dach1
ENSPEMG00000014551,ENSPEMG00000014551.2,ENSMUSG00000026430,Rassf5,11,Rassf5
ENSPEMG00000014697,ENSPEMG00000014697.2,ENSMUSG00000030061,Uba3,3,Uba3
ENSPEMG00000007097,ENSPEMG00000007097.2,ENSMUSG00000084740,Gm25294,21,U6
ENSPEMG00000007097,ENSPEMG00000007097.2,ENSMUSG00000089370,Gm22140,21,U6
ENSPEMG00000027650,ENSPEMG00000027650.1,,,8,
ENSPEMG00000019136,ENSPEMG00000019136.2,ENSMUSG00000048249,Crebrf,8,Crebrf
ENSPEMG00000018607,ENSPEMG00000018607.2,ENSMUSG00000024331,Dsc2,19,
ENSPEMG00000021212,ENSPEMG00000021212.2,ENSMUSG00000042155,Klhl23,4,Klhl23
ENSPEMG00000000744,ENSPEMG00000000744.2,ENSMUSG00000024055,Cyp4f13,22,Cyp4f13
ENSPEMG00000000529,ENSPEMG00000000529.2,ENSMUSG00000024402,Lta,21,Lta
ENSPEMG00000019285,ENSPEMG00000019285.2,ENSMUSG00000050808,Muc15,4,Muc15
ENSPEMG00000028866,ENSPEMG00000028866.1,,,1,
ENSPEMG00000000511,ENSPEMG00000000511.2,ENSMUSG00000021281,Tnfaip2,14,Tnfaip2
ENSPEMG00000011569,ENSPEMG00000011569.2,,,1,
ENSPEMG00000021746,ENSPEMG00000021746.2,ENSMUSG00000068882,Ssb,4,Ssb
ENSPEMG00000000004,ENSPEMG00000000004.2,ENSMUSG00000032320,Rcn2,7,Rcn2
ENSPEMG00000017232,ENSPEMG00000017232.2,ENSMUSG00000024401,Tnf,21,Tnf
ENSPEMG00000021358,ENSPEMG00000021358.2,ENSMUSG00000029029,Wrap73,2,Wrap73
ENSPEMG00000019889,ENSPEMG00000019889.2,ENSMUSG00000000562,Adora3,6,Adora3
ENSPEMG00000026416,ENSPEMG00000026416.1,,,X,
ENSPEMG00000019932,ENSPEMG00000019932.2,ENSMUSG00000074344,Tmigd3,6,Tmigd3
ENSPEMG00000014579,ENSPEMG00000014579.2,ENSMUSG00000024191,Bnip1,8,Bnip1
ENSPEMG00000005384,ENSPEMG00000005384.2,ENSMUSG00000033187,BC016579,12,BC016579
ENSPEMG00000030718,ENSPEMG00000030718.1,ENSMUSG00000050776,Olfr1317,4,
ENSPEMG00000030718,ENSPEMG00000030718.1,ENSMUSG00000049758,Olfr1318,4,
ENSPEMG00000029686,ENSPEMG00000029686.1,ENSMUSG00000087754,Gm23470,23,U1
ENSPEMG00000010886,ENSPEMG00000010886.2,ENSMUSG00000039716,Dock3,7,Dock3
ENSPEMG00000023851,ENSPEMG00000023851.2,ENSMUSG00000021835,Bmp4,9,Bmp4
ENSPEMG00000029631,ENSPEMG00000029631.1,,,20,
ENSPEMG00000025353,ENSPEMG00000025353.1,ENSMUSG00000058818,Pirb,1,
ENSPEMG00000025353,ENSPEMG00000025353.1,ENSMUSG00000074419,Gm15448,1,
ENSPEMG00000025353,ENSPEMG00000025353.1,ENSMUSG00000081665,Gm15922,1,
ENSPEMG00000025353,ENSPEMG00000025353.1,ENSMUSG00000030427,Lilra6,1,
ENSPEMG00000025353,ENSPEMG00000025353.1,ENSMUSG00000074417,Gm14548,1,
ENSPEMG00000025353,ENSPEMG00000025353.1,ENSMUSG00000089942,Pira2,1,
ENSPEMG00000030035,ENSPEMG00000030035.1,,,X,
ENSPEMG00000024481,ENSPEMG00000024481.1,,,10,
ENSPEMG00000020687,ENSPEMG00000020687.2,ENSMUSG00000041592,Sdk2,8,Sdk2
ENSPEMG00000025848,ENSPEMG00000025848.1,,,1,
ENSPEMG00000028347,ENSPEMG00000028347.1,ENSMUSG00000074945,Olfr1314,4,Olfr1314
ENSPEMG00000013333,ENSPEMG00000013333.2,ENSMUSG00000020952,Scfd1,14,Scfd1
ENSPEMG00000022617,ENSPEMG00000022617.2,ENSMUSG00000032712,Resf1,3,Resf1
ENSPEMG00000021331,ENSPEMG00000021331.2,ENSMUSG00000025880,Smad7,19,Smad7
ENSPEMG00000012097,ENSPEMG00000012097.2,ENSMUSG00000023367,Tmem176a,3,Tmem176a
ENSPEMG00000011981,ENSPEMG00000011981.2,ENSMUSG00000055024,Ep300,20,Ep300
ENSPEMG00000007253,ENSPEMG00000007253.2,ENSMUSG00000018604,Tbx3,23,Tbx3
ENSPEMG00000018739,ENSPEMG00000018739.2,ENSMUSG00000032322,Pstpip1,7,Pstpip1
ENSPEMG00000009794,ENSPEMG00000009794.2,ENSMUSG00000028820,Sfpq,2,Sfpq
ENSPEMG00000006216,ENSPEMG00000006216.2,ENSMUSG00000029203,Ube2k,10,Ube2k
ENSPEMG00000015857,ENSPEMG00000015857.2,ENSMUSG00000025040,Fundc1,X,Fundc1
ENSPEMG00000031153,ENSPEMG00000031153.1,ENSMUSG00000033578,Tmem35a,X,Tmem35a
ENSPEMG00000018128,ENSPEMG00000018128.2,ENSMUSG00000024399,Ltb,21,Ltb
ENSPEMG00000003569,ENSPEMG00000003569.2,ENSMUSG00000033177,Tmprss7,12,Tmprss7
ENSPEMG00000016037,ENSPEMG00000016037.2,ENSMUSG00000078998,Bpifa6,4,Bpifa6
ENSPEMG00000014680,ENSPEMG00000014680.2,,,13,
ENSPEMG00000019573,ENSPEMG00000019573.2,,,1,
ENSPEMG00000015715,ENSPEMG00000015715.2,ENSMUSG00000073412,Lst1,21,
ENSPEMG00000008719,ENSPEMG00000008719.2,ENSMUSG00000026335,Pam,13,Pam
ENSPEMG00000017013,ENSPEMG00000017013.2,ENSMUSG00000070345,Hsf5,8,Hsf5
ENSPEMG00000020113,ENSPEMG00000020113.2,ENSMUSG00000067369,Trmt2b,X,Trmt2b
ENSPEMG00000024824,ENSPEMG00000024824.1,,,2,
ENSPEMG00000014991,ENSPEMG00000014991.2,ENSMUSG00000038637,Lrrc56,1,Lrrc56
ENSPEMG00000019526,ENSPEMG00000019526.2,,,9,
ENSPEMG00000012263,ENSPEMG00000012263.2,ENSMUSG00000015579,Nkx2-5,8,Nkx2-5
ENSPEMG00000003829,ENSPEMG00000003829.2,,,9,7SK
ENSPEMG00000028748,ENSPEMG00000028748.1,,,3,
ENSPEMG00000029489,ENSPEMG00000029489.1,ENSMUSG00000010529,Gm266,14,Gm266
ENSPEMG00000025291,ENSPEMG00000025291.1,,,4,
ENSPEMG00000019997,ENSPEMG00000019997.2,ENSMUSG00000061802,Odad2,5,Odad2
ENSPEMG00000018758,ENSPEMG00000018758.2,ENSMUSG00000024292,Cyp4f14,22,Cyp4f14
ENSPEMG00000012831,ENSPEMG00000012831.2,ENSMUSG00000021963,Sap18,2,
ENSPEMG00000012831,ENSPEMG00000012831.2,ENSMUSG00000061104,Sap18b,2,
ENSPEMG00000015312,ENSPEMG00000015312.2,,,14,
ENSPEMG00000028075,ENSPEMG00000028075.1,ENSMUSG00000026131,Dst,21,Dst
ENSPEMG00000021138,ENSPEMG00000021138.2,ENSMUSG00000051730,Mettl5,4,Mettl5
ENSPEMG00000031170,ENSPEMG00000031170.1,ENSMUSG00000020303,Stc2,8,Stc2
ENSPEMG00000018434,ENSPEMG00000018434.2,ENSMUSG00000043872,Zmym1,2,Zmym1
ENSPEMG00000019482,ENSPEMG00000019482.2,ENSMUSG00000037628,Cdkn3,9,Cdkn3
ENSPEMG00000025061,ENSPEMG00000025061.1,,,9,
ENSPEMG00000029004,ENSPEMG00000029004.1,,,1,U6
ENSPEMG00000015949,ENSPEMG00000015949.2,ENSMUSG00000042459,Bpifa2,4,Bpifa2
ENSPEMG00000023696,ENSPEMG00000023696.2,ENSMUSG00000003452,Bicd1,3,Bicd1
ENSPEMG00000029483,ENSPEMG00000029483.1,,,7,
ENSPEMG00000020318,ENSPEMG00000020318.2,ENSMUSG00000029026,Trp73,2,Trp73
ENSPEMG00000030659,ENSPEMG00000030659.1,,,21,
ENSPEMG00000028285,ENSPEMG00000028285.1,ENSMUSG00000050776,Olfr1317,4,
ENSPEMG00000028285,ENSPEMG00000028285.1,ENSMUSG00000049758,Olfr1318,4,
ENSPEMG00000024902,ENSPEMG00000024902.1,ENSMUSG00000022070,Bora,9,Bora
ENSPEMG00000031023,ENSPEMG00000031023.1,ENSMUSG00000024397,Aif1,21,Aif1
ENSPEMG00000027219,ENSPEMG00000027219.1,ENSMUSG00000109403,Olfr1311,4,Olfr1311
ENSPEMG00000027075,ENSPEMG00000027075.1,,,4,
ENSPEMG00000028984,ENSPEMG00000028984.1,ENSMUSG00000119363,U6,2,U6
ENSPEMG00000006725,ENSPEMG00000006725.2,ENSMUSG00000088370,Gm22880,1,U6
ENSPEMG00000024494,ENSPEMG00000024494.1,ENSMUSG00000038776,Ephx1,11,
ENSPEMG00000019468,ENSPEMG00000019468.2,ENSMUSG00000015759,Cnih1,9,
ENSPEMG00000029767,ENSPEMG00000029767.1,ENSMUSG00000109528,Olfr1309,4,Olfr1309
ENSPEMG00000003630,ENSPEMG00000003630.2,,,1,
ENSPEMG00000024963,ENSPEMG00000024963.1,ENSMUSG00000022658,Tagln3,12,Tagln3
ENSPEMG00000018414,ENSPEMG00000018414.2,ENSMUSG00000032324,Tspan3,7,Tspan3
ENSPEMG00000030821,ENSPEMG00000030821.1,ENSMUSG00000044502,Bod1,8,
ENSPEMG00000022746,ENSPEMG00000022746.2,ENSMUSG00000052928,Ctif,19,Ctif
ENSPEMG00000026021,ENSPEMG00000026021.1,,,2,
ENSPEMG00000000510,ENSPEMG00000000510.2,ENSMUSG00000040017,Saa4,1,
ENSPEMG00000028448,ENSPEMG00000028448.1,ENSMUSG00000063842,Olfr862,7,
ENSPEMG00000028448,ENSPEMG00000028448.1,ENSMUSG00000095448,Olfr859,7,
ENSPEMG00000028448,ENSPEMG00000028448.1,ENSMUSG00000058659,Olfr58,7,
ENSPEMG00000028448,ENSPEMG00000028448.1,ENSMUSG00000110555,Olfr863-ps1,7,
ENSPEMG00000028448,ENSPEMG00000028448.1,ENSMUSG00000066905,Olfr860,7,
ENSPEMG00000028448,ENSPEMG00000028448.1,ENSMUSG00000094678,Olfr857,7,
ENSPEMG00000018917,ENSPEMG00000018917.2,ENSMUSG00000034177,Rnf43,8,Rnf43
ENSPEMG00000028840,ENSPEMG00000028840.1,,,4,
ENSPEMG00000021152,ENSPEMG00000021152.2,ENSMUSG00000044308,Ubr3,4,Ubr3
ENSPEMG00000025654,ENSPEMG00000025654.1,,,1,U6
ENSPEMG00000016527,ENSPEMG00000016527.2,ENSMUSG00000035199,Arl6ip5,3,Arl6ip5
ENSPEMG00000018151,ENSPEMG00000018151.2,ENSMUSG00000033157,Abhd10,12,Abhd10
ENSPEMG00000028931,ENSPEMG00000028931.1,,,1,U6
ENSPEMG00000020020,ENSPEMG00000020020.2,ENSMUSG00000027134,Lpcat4,4,Lpcat4
ENSPEMG00000019698,ENSPEMG00000019698.2,ENSMUSG00000074342,I830077J02Rik,6,I830077J02Rik
ENSPEMG00000008424,ENSPEMG00000008424.2,ENSMUSG00000044454,Olfr867,7,Olfr867
ENSPEMG00000016784,ENSPEMG00000016784.2,ENSMUSG00000044086,Lmod3,3,Lmod3
ENSPEMG00000017725,ENSPEMG00000017725.2,ENSMUSG00000074305,Peak1,7,Peak1
ENSPEMG00000002926,ENSPEMG00000002926.2,ENSMUSG00000084449,Gm26257,20,U6
ENSPEMG00000014724,ENSPEMG00000014724.2,ENSMUSG00000035293,G2e3,14,G2e3
ENSPEMG00000028041,ENSPEMG00000028041.1,,,X,
ENSPEMG00000018780,ENSPEMG00000018780.2,ENSMUSG00000024393,Prrc2a,21,Prrc2a
ENSPEMG00000010414,ENSPEMG00000010414.2,ENSMUSG00000014932,Yes1,7,
ENSPEMG00000008144,ENSPEMG00000008144.2,,,8,5S_rRNA
ENSPEMG00000004808,ENSPEMG00000004808.2,,,20,Y_RNA
ENSPEMG00000019729,ENSPEMG00000019729.2,ENSMUSG00000033166,Dis3,9,Dis3
ENSPEMG00000017903,ENSPEMG00000017903.2,ENSMUSG00000063362,Alg11,2,
ENSPEMG00000020629,ENSPEMG00000020629.2,ENSMUSG00000044646,Zbtb7c,19,Zbtb7c
ENSPEMG00000011652,ENSPEMG00000011652.2,ENSMUSG00000022394,L3mbtl2,20,L3mbtl2
ENSPEMG00000031033,ENSPEMG00000031033.1,ENSMUSG00000062014,Gmfb,9,Gmfb
ENSPEMG00000025728,ENSPEMG00000025728.1,ENSMUSG00000020300,Cpeb4,8,Cpeb4
ENSPEMG00000016163,ENSPEMG00000016163.2,ENSMUSG00000025500,Lmntd2,1,Lmntd2
ENSPEMG00000018799,ENSPEMG00000018799.2,ENSMUSG00000033149,Phldb2,12,Phldb2
ENSPEMG00000026068,ENSPEMG00000026068.1,ENSMUSG00000071415,Rpl23,1,
ENSPEMG00000018860,ENSPEMG00000018860.2,ENSMUSG00000030064,Frmd4b,3,Frmd4b
ENSPEMG00000020370,ENSPEMG00000020370.2,ENSMUSG00000024725,Ostf1,1,Ostf1
ENSPEMG00000020053,ENSPEMG00000020053.2,ENSMUSG00000000563,Atp5pb,6,
ENSPEMG00000001718,ENSPEMG00000001718.2,ENSMUSG00000042349,Ikbke,11,Ikbke
ENSPEMG00000009631,ENSPEMG00000009631.2,ENSMUSG00000005447,Pafah1b3,1,Pafah1b3
ENSPEMG00000018951,ENSPEMG00000018951.2,ENSMUSG00000018263,Tbx5,23,Tbx5
ENSPEMG00000019980,ENSPEMG00000019980.2,ENSMUSG00000052549,Arl13a,X,Arl13a
ENSPEMG00000029897,ENSPEMG00000029897.1,ENSMUSG00000058491,Olfr869,7,
ENSPEMG00000029897,ENSPEMG00000029897.1,ENSMUSG00000066897,Olfr872,7,
ENSPEMG00000001254,ENSPEMG00000001254.2,,,19,
ENSPEMG00000020304,ENSPEMG00000020304.2,ENSMUSG00000057322,Rpl38,8,Rpl38
ENSPEMG00000029572,ENSPEMG00000029572.1,,,X,
ENSPEMG00000001158,ENSPEMG00000001158.2,ENSMUSG00000033585,Ndn,1,Ndn
ENSPEMG00000025417,ENSPEMG00000025417.1,ENSMUSG00000056972,Magel2,1,Magel2
ENSPEMG00000027487,ENSPEMG00000027487.1,,,X,Y_RNA
ENSPEMG00000030392,ENSPEMG00000030392.1,ENSMUSG00000059623,Olfr39,7,
ENSPEMG00000020383,ENSPEMG00000020383.2,ENSMUSG00000024563,Smad2,19,Smad2
ENSPEMG00000000025,ENSPEMG00000000025.2,ENSMUSG00000055128,Cgrrf1,9,Cgrrf1
ENSPEMG00000013298,ENSPEMG00000013298.2,ENSMUSG00000029811,Aoc1,3,Aoc1
ENSPEMG00000019794,ENSPEMG00000019794.2,ENSMUSG00000041358,Nutm1,4,Nutm1
ENSPEMG00000024903,ENSPEMG00000024903.1,ENSMUSG00000078695,Cisd3,X,
ENSPEMG00000026515,ENSPEMG00000026515.1,ENSMUSG00000061013,Mkx,5,Mkx
ENSPEMG00000019900,ENSPEMG00000019900.2,ENSMUSG00000000561,Wdr77,6,Wdr77
ENSPEMG00000026576,ENSPEMG00000026576.1,,,7,
ENSPEMG00000025352,ENSPEMG00000025352.1,ENSMUSG00000095325,Zfp870,22,
ENSPEMG00000013725,ENSPEMG00000013725.2,ENSMUSG00000037847,Nmrk1,1,Nmrk1
ENSPEMG00000027236,ENSPEMG00000027236.1,ENSMUSG00000049028,Olfr873,7,Olfr873
ENSPEMG00000008523,ENSPEMG00000008523.2,ENSMUSG00000027482,Bpifa3,4,Bpifa3
ENSPEMG00000029902,ENSPEMG00000029902.1,ENSMUSG00000031258,Xkrx,X,Xkrx
ENSPEMG00000009895,ENSPEMG00000009895.2,ENSMUSG00000070527,Mkrn3,1,Mkrn3
ENSPEMG00000025080,ENSPEMG00000025080.1,,,7,U6
ENSPEMG00000029435,ENSPEMG00000029435.1,,,19,
ENSPEMG00000014594,ENSPEMG00000014594.2,ENSMUSG00000032577,Mapkapk3,7,Mapkapk3
ENSPEMG00000024659,ENSPEMG00000024659.1,ENSMUSG00000066896,Olfr18,7,Olfr18
ENSPEMG00000020082,ENSPEMG00000020082.2,ENSMUSG00000031257,Nox1,X,Nox1
ENSPEMG00000006306,ENSPEMG00000006306.2,,,19,5S_rRNA
ENSPEMG00000014511,ENSPEMG00000014511.2,ENSMUSG00000027483,Bpifa1,4,Bpifa1
ENSPEMG00000030791,ENSPEMG00000030791.1,ENSMUSG00000027133,Nop10,4,
ENSPEMG00000018058,ENSPEMG00000018058.2,ENSMUSG00000029594,Rbm19,23,Rbm19
ENSPEMG00000010717,ENSPEMG00000010717.2,ENSMUSG00000029813,Doxl1,3,Doxl1
ENSPEMG00000019924,ENSPEMG00000019924.2,ENSMUSG00000074340,Ovgp1,6,
ENSPEMG00000013547,ENSPEMG00000013547.2,ENSMUSG00000034714,Ttyh2,8,Ttyh2
ENSPEMG00000016837,ENSPEMG00000016837.2,ENSMUSG00000032329,Hmg20a,7,Hmg20a
ENSPEMG00000006542,ENSPEMG00000006542.2,ENSMUSG00000050996,Cetn1,19,Cetn1
ENSPEMG00000016447,ENSPEMG00000016447.2,ENSMUSG00000039717,Ralyl,2,Ralyl
ENSPEMG00000000647,ENSPEMG00000000647.2,ENSMUSG00000061457,Olfr871,7,
ENSPEMG00000000647,ENSPEMG00000000647.2,ENSMUSG00000066899,Olfr870,7,
ENSPEMG00000020084,ENSPEMG00000020084.2,ENSMUSG00000021838,Samd4,9,Samd4
ENSPEMG00000010281,ENSPEMG00000010281.2,ENSMUSG00000095325,Zfp870,22,
ENSPEMG00000024469,ENSPEMG00000024469.1,ENSMUSG00000015804,Med28,1,
ENSPEMG00000029567,ENSPEMG00000029567.1,ENSMUSG00000035299,Mid1,X,
ENSPEMG00000017931,ENSPEMG00000017931.2,ENSMUSG00000068536,Doxl2,3,Doxl2
ENSPEMG00000026190,ENSPEMG00000026190.1,ENSMUSG00000073639,Rab18,5,Rab18
ENSPEMG00000017854,ENSPEMG00000017854.2,ENSMUSG00000058741,Prr19,1,Prr19
ENSPEMG00000014894,ENSPEMG00000014894.2,ENSMUSG00000038618,Rassf7,1,Rassf7
ENSPEMG00000016302,ENSPEMG00000016302.2,ENSMUSG00000020299,4930524B15Rik,8,4930524B15Rik
ENSPEMG00000011773,ENSPEMG00000011773.2,ENSMUSG00000027484,Bpifa5,4,Bpifa5
ENSPEMG00000002635,ENSPEMG00000002635.2,ENSMUSG00000030897,Cnga4,1,Cnga4
ENSPEMG00000002330,ENSPEMG00000002330.2,ENSMUSG00002075064,U1,7,U1
ENSPEMG00000002330,ENSPEMG00000002330.2,ENSMUSG00002075678,U1,7,U1
ENSPEMG00000020121,ENSPEMG00000020121.2,ENSMUSG00000022064,Pibf1,9,Pibf1
ENSPEMG00000005194,ENSPEMG00000005194.2,ENSMUSG00000039215,Svs1,3,Svs1
ENSPEMG00000019737,ENSPEMG00000019737.2,ENSMUSG00000027130,Slc12a6,4,
ENSPEMG00000019737,ENSPEMG00000019737.2,ENSMUSG00000096764,Gm21985,4,
ENSPEMG00000010072,ENSPEMG00000010072.2,ENSMUSG00000024726,Carnmt1,1,Carnmt1
ENSPEMG00000029190,ENSPEMG00000029190.1,ENSMUSG00000020297,Nsg2,8,Nsg2
ENSPEMG00000008836,ENSPEMG00000008836.2,ENSMUSG00000043843,Tmem145,1,Tmem145
ENSPEMG00000030281,ENSPEMG00000030281.1,ENSMUSG00000045519,Zfp560,7,
ENSPEMG00000023597,ENSPEMG00000023597.2,ENSMUSG00000036103,Colec12,19,Colec12
ENSPEMG00000009346,ENSPEMG00000009346.2,ENSMUSG00000042408,Zmym6,2,Zmym6
ENSPEMG00000015210,ENSPEMG00000015210.2,ENSMUSG00000063765,Chadl,20,Chadl
ENSPEMG00000029248,ENSPEMG00000029248.1,,,7,
ENSPEMG00000025449,ENSPEMG00000025449.1,ENSMUSG00000096850,Gm21748,X,
ENSPEMG00000027042,ENSPEMG00000027042.1,,,1,
ENSPEMG00000029834,ENSPEMG00000029834.1,,,3,
ENSPEMG00000025705,ENSPEMG00000025705.1,ENSMUSG00000038776,Ephx1,11,
ENSPEMG00000025019,ENSPEMG00000025019.1,ENSMUSG00000030695,Aldoa,X,
ENSPEMG00000025019,ENSPEMG00000025019.1,ENSMUSG00000059343,Aldoart1,X,
ENSPEMG00000024432,ENSPEMG00000024432.1,,,7,
ENSPEMG00000016984,ENSPEMG00000016984.2,ENSMUSG00000034706,Dnai2,8,Dnai2
ENSPEMG00000028494,ENSPEMG00000028494.1,ENSMUSG00000030898,Cckbr,1,Cckbr
ENSPEMG00000014014,ENSPEMG00000014014.2,ENSMUSG00000038611,Phrf1,1,Phrf1
ENSPEMG00000030344,ENSPEMG00000030344.1,,,3,
ENSPEMG00000013930,ENSPEMG00000013930.2,ENSMUSG00000022391,Rangap1,20,Rangap1
ENSPEMG00000016507,ENSPEMG00000016507.2,ENSMUSG00000063108,Zfp26,7,Zfp26
ENSPEMG00000019630,ENSPEMG00000019630.2,ENSMUSG00000039540,4921524L21Rik,5,4921524L21Rik
ENSPEMG00000025661,ENSPEMG00000025661.1,ENSMUSG00000047044,D030056L22Rik,1,D030056L22Rik
ENSPEMG00000029909,ENSPEMG00000029909.1,ENSMUSG00000035299,Mid1,X,
ENSPEMG00000001842,ENSPEMG00000001842.2,ENSMUSG00000037060,Cavin3,1,Cavin3
ENSPEMG00000028042,ENSPEMG00000028042.1,ENSMUSG00000064923,Gm22042,19,U1
ENSPEMG00000017220,ENSPEMG00000017220.2,ENSMUSG00000095253,Zfp799,22,Zfp799
ENSPEMG00000003354,ENSPEMG00000003354.2,ENSMUSG00000032578,Cish,7,Cish
ENSPEMG00000021789,ENSPEMG00000021789.2,ENSMUSG00000024287,Thoc1,19,Thoc1
ENSPEMG00000007182,ENSPEMG00000007182.2,,,X,U3
ENSPEMG00000016303,ENSPEMG00000016303.2,ENSMUSG00000049556,Lingo1,7,Lingo1
ENSPEMG00000025930,ENSPEMG00000025930.1,,,1,U6
ENSPEMG00000019820,ENSPEMG00000019820.2,ENSMUSG00000005148,Klf5,9,Klf5
ENSPEMG00000011471,ENSPEMG00000011471.2,ENSMUSG00000037049,Smpd1,1,Smpd1
ENSPEMG00000011902,ENSPEMG00000011902.2,ENSMUSG00000038768,9130409I23Rik,11,9130409I23Rik
ENSPEMG00000000526,ENSPEMG00000000526.2,ENSMUSG00000087141,Plcxd2,12,Plcxd2
ENSPEMG00000002350,ENSPEMG00000002350.2,ENSMUSG00000077369,Gm23485,7,U1
ENSPEMG00000011645,ENSPEMG00000011645.2,ENSMUSG00000032579,Hemk1,7,Hemk1
ENSPEMG00000011985,ENSPEMG00000011985.2,ENSMUSG00000059475,Zfp426,7,Zfp426
ENSPEMG00000006072,ENSPEMG00000006072.2,ENSMUSG00000064522,Gm26442,9,U1
ENSPEMG00000007430,ENSPEMG00000007430.2,ENSMUSG00002075558,7SK,5,7SK
ENSPEMG00000024586,ENSPEMG00000024586.1,ENSMUSG00000119342,U6,4,U6
ENSPEMG00000026588,ENSPEMG00000026588.1,,,8,U6
ENSPEMG00000016892,ENSPEMG00000016892.2,ENSMUSG00000029595,Lhx5,23,Lhx5
ENSPEMG00000001583,ENSPEMG00000001583.2,ENSMUSG00000045620,Odf3l1,7,Odf3l1
ENSPEMG00000000041,ENSPEMG00000000041.2,ENSMUSG00000010136,Pifo,6,Pifo
ENSPEMG00000018971,ENSPEMG00000018971.2,ENSMUSG00000027485,Bpifb1,4,Bpifb1
ENSPEMG00000011184,ENSPEMG00000011184.2,ENSMUSG00000038319,Kcnh2,3,Kcnh2
ENSPEMG00000006006,ENSPEMG00000006006.2,ENSMUSG00000031352,Hccs,X,Hccs
ENSPEMG00000014419,ENSPEMG00000014419.2,ENSMUSG00000026425,Srgap2,11,Srgap2
ENSPEMG00000020296,ENSPEMG00000020296.2,ENSMUSG00000021368,Tbc1d7,5,Tbc1d7
ENSPEMG00000025337,ENSPEMG00000025337.1,,,11,
ENSPEMG00000015108,ENSPEMG00000015108.2,ENSMUSG00000020279,Il9r,8,Il9r
ENSPEMG00000013119,ENSPEMG00000013119.2,ENSMUSG00000026753,Ppp6c,4,Ppp6c
ENSPEMG00000017999,ENSPEMG00000017999.2,ENSMUSG00000037032,Apbb1,1,Apbb1
ENSPEMG00000029899,ENSPEMG00000029899.1,ENSMUSG00000022657,Cd96,12,Cd96
ENSPEMG00000001651,ENSPEMG00000001651.2,ENSMUSG00000020485,Supt4a,8,Supt4a
ENSPEMG00000011747,ENSPEMG00000011747.2,ENSMUSG00000010021,Kif19a,8,Kif19a
ENSPEMG00000025777,ENSPEMG00000025777.1,,,5,
ENSPEMG00000014715,ENSPEMG00000014715.2,ENSMUSG00000060510,Zfp266,7,Zfp266
ENSPEMG00000027098,ENSPEMG00000027098.1,ENSMUSG00000064493,Snora28,14,
ENSPEMG00000025184,ENSPEMG00000025184.1,ENSMUSG00000037977,6430571L13Rik,7,6430571L13Rik
